,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
282,twitter on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
283,twitter trend,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
284,useless,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
285,grover,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
286,alma mater,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
287,marine one,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
288,marine one air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
289,marine one on the south lawn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
290,jed bartlet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
291,💩very bad,6,1,6,0,0,6,0,0,6,0,0,0,0,0,6,0,22:40:42,0,0
292,app,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
293,app hillary huma,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
294,demorats,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
295,israeli,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
296,israeli aipac,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:40,0,0
297,veep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
298,todays news,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
299,royal chewer on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
300,valium,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
301,youtube,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,27
302,twitter&gt,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
303,d.c,267,1,267,0,267,267,0,0,0,0,0,267,0,0,0,0,22:40:36,0,0
304,sandwich,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
305,jm,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
306,duty,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
307,ny,14,1,14,0,6,14,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
308,ny mayor.hope,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:49,0,0
309,ny mayor,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
310,ny times,218,1,218,200,0,0,1,0,0,0,0,0,0,0,0,0,22:40:30,0,280
311,ny dem,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
312,fathom events live broadcast,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
313,mango menace,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
314,explain,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
315,donald's air force one,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:34,0,0
316,trump,472,1,472,0,5,7,1,0,1,0,58,7,0,0,0,0,22:40:29,0,0
317,trump jet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
318,trump re-names air force one,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
319,trump ojs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
320,trump hillary,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
321,trump in the middle east,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
322,trump in 2020,18,1,18,0,0,0,0,0,18,0,0,0,0,0,0,0,22:40:36,0,0
323,trump wait,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
324,trump melania,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:29,0,0
325,trump klan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
326,trump leaves on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
327,trump trumprussia,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
328,trump airlines,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
329,trump presidency,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
330,trump tower riyadh,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
331,trump tower istanbul,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
332,trump signals gen. flynn's return,24,1,24,0,0,0,0,0,0,0,24,24,0,0,0,0,22:40:36,0,0
333,trump may,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,22:40:30,0,0
334,trump news,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
335,trump trump trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
336,trump trump trump trump trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
337,trump administration,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
338,trump right,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:29,0,0
339,trump air force one departure,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
340,trump plane,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
341,trump boards air force one,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
342,trump on air,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
343,trump on air force one,34,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
344,trump on 14,6,1,6,6,0,0,0,0,6,0,0,0,0,0,0,0,22:40:30,0,0
345,trump derangement syndrome,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:47,0,0
346,trump russia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
347,trump obstruction of justice bigly,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:32,0,0
348,boarded air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
349,ethan hunt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
350,mar,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22:40:29,0,0
351,lil,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
352,lil weeny,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
353,arutzsheva,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
354,reagan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
355,perfect,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
356,loblaw,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
357,navigator dunn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
358,aliens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
359,rogue one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
360,santa claus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
361,hell,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
362,girl of 13 similar court case,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,22:40:49,0,0
363,translate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
364,kremlin with gary oldman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
365,podesta,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:40,0,0
366,message,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
367,new yorker,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
368,new socialist dem,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
369,new russia,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:34,0,0
370,new york,26,1,26,11,0,13,12,0,0,0,0,0,0,0,0,0,22:40:31,0,0
371,new york daily news,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
372,new york post,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
373,new york times,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
374,new york times anthony weiner,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
375,new york city,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
376,new anthony weiner,79,1,79,79,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
377,new heaven's gate,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
378,new new york,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22:40:42,0,0
379,new air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
380,gaston county nc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
381,story,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
382,wifi,17,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
383,wifi on air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
384,wifi on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
385,💥anthony weiner,7,1,7,7,0,0,0,0,7,0,0,0,0,0,0,0,22:40:37,0,0
386,tivo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
387,elephant,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
388,mr.un,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
389,plattsburgh,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
390,therapy,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
391,former,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
392,former rep. anthony,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,22:40:47,0,0
393,former rep. anthony weiner,55,1,55,50,0,0,0,0,0,0,0,55,0,0,0,0,22:40:37,0,0
394,former u.s,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:44,0,0
395,former us,8,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
396,former us rep. anthony,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:40,0,0
397,former us rep. anthony weiner,27,1,27,20,0,0,1,0,0,0,0,27,0,0,0,0,22:40:36,0,0
398,former democrat,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
399,former u.s. rep. anthony,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:54,0,0
400,former u.s. rep. anthony weiner,45,1,45,36,0,0,0,0,0,0,0,45,0,0,0,0,22:40:39,0,0
401,former u.s. rep anthony weiner,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
402,former u.s. represenative anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:53,0,0
403,former rep,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
404,former rep anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
405,former new york,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
406,former n.y,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:37,0,0
407,ball park weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
408,christendom,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:29,0,0
409,goodness,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
410,brits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
411,mother russia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
412,prevent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
413,teach,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
414,sam28000,4,1,4,0,0,4,0,0,4,0,0,0,0,0,0,0,22:40:29,0,0
415,gf,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
416,gf human,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
417,gf huma,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
418,bet shawn,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
419,bet nut job,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
420,nyt,32,1,32,0,32,32,0,0,0,0,0,0,0,0,0,0,22:40:29,0,1
421,nyt comey,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
422,nyt anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
423,wiener,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
424,crime,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
425,quilty,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
426,list,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
427,ecuadorian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
428,ecuadorian embassy,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
429,jean-michel basquiat shout,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:48,0,0
430,comey's 11th,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,22:40:47,0,0
431,comey's october surprise,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,22:40:38,0,0
432,hpn,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
433,andybcampbell anthony weiner,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
434,mussolini,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
435,wp,4,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
436,fec,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,1
437,tearful anthony weiner,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
438,iphone,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
439,android,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
440,shakespeare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
441,follows,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
442,bamm,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
443,siberia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
444,ah,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
445,malayasian air 370,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
446,statues,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
447,democratic,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
448,democratic party,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
449,democratic underground,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
450,democratic national conventio,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
451,jordan,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
452,west wing,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
453,west wing on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
454,malcolmx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
455,sexual,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
456,sexual predator anthony weiner,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
457,vice,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
458,oliviamesser,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
459,bill,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
460,bill nye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
461,bill o'reilly,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:54,0,0
462,bill clinton,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,1
463,bill clinton raped,7,1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,22:40:43,0,0
464,legal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
465,legal twitter,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
466,buzzfeednews anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
467,wsj anthony weiner,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
468,afternoon bombshell,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
469,disrespect trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
470,saudis,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
471,returns,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
472,socialists speak,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
473,update —anthony weiner,11,1,11,11,0,0,0,0,11,0,0,0,0,0,0,0,22:40:36,0,0
474,update anthony weiner,29,1,29,28,0,0,0,0,0,0,0,0,0,0,21,0,22:40:36,0,0
475,update former,17,1,17,17,0,0,0,0,0,0,0,0,0,0,14,0,22:40:36,0,0
476,update former u.s,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
477,update former u.s. rep. anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,22:40:38,0,0
478,update former u.s. representative anthony weiner,9,1,9,9,0,0,0,0,0,0,0,9,0,0,9,0,22:40:36,0,0
479,update ex-us rep. anthony weiner,4,1,4,4,0,0,0,0,0,0,0,4,0,0,4,0,22:40:36,0,0
480,xanax,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
481,lasvegascp,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,22:40:36,0,0
482,malcom x,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
483,retweeted banning,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
484,retweeted john scalzi,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
485,north korea,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
486,north carolina,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
487,aafb,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
488,walks,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
489,bolo boeing 747-200,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,22:40:30,0,0
490,wal-mart,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
491,butthead,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
492,5he,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
493,certain,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
494,🤡considering trump,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
495,1st,72,1,72,0,0,0,0,0,72,0,0,0,0,0,0,0,22:40:29,0,0
496,1st lady,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:30,0,0
497,live,8,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
498,live together,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
499,live air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:34,0,0
500,live on air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
501,ater,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
502,bern,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
503,going,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:33,0,0
504,timeline anthony weiner,81,1,81,6,0,0,0,0,0,0,81,1,0,0,0,0,22:40:36,0,0
505,kushner,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
506,exactly,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,22:40:31,0,0
507,nypd source anthony weiner laptop,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:55,0,0
508,benghazi irs fast&furious hillary,5,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,22:40:39,0,0
509,sh*t bag gone,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,22:40:35,0,0
510,register,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
511,493k rts 3023k,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
512,2016 new,2,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,22:40:40,0,0
513,2016 democratic national convention charles gasparino,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:37,0,0
514,2016 fed,2,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,22:40:40,0,0
515,❌⚖️@thejusticedept,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:39,0,0
516,atlantic,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
517,atlantic ocean,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
518,atlantic go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
519,atlantic on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
520,atlantic on air force one trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
521,kfc,3,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,22:40:29,0,2
522,kfc on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
523,middl,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
524,guts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
525,snakes on a plane,8,1,8,0,0,1,0,0,0,0,0,2,0,0,1,0,22:40:29,0,0
526,snakes on a plane workd tour,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
527,snakes on a plane 2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
528,long,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
529,long overdue,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:42,0,0
530,af1,47,1,47,0,37,47,0,0,47,0,0,0,0,0,0,0,22:40:29,0,0
531,af1 jordan kd,36,1,36,0,0,0,0,0,36,0,0,0,0,0,0,0,22:40:35,0,0
532,distractions,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
533,formspring,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:54,0,0
534,elizabeth,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
535,kushners on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
536,ophelia weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
537,600s,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
538,anybody,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
539,05-19 former us,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
540,michael caine,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
541,michael flynn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
542,michael anton,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
543,billy mumphrey,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
544,heaven,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
545,faces possible prison sentence,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
546,faces jail time,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
547,faces 21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:45,0,0
548,ballistic,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
549,sendin weiners⚡,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,22:40:44,0,0
550,itv,6,1,6,0,0,6,0,0,0,0,0,6,0,0,0,0,22:40:53,0,0
551,agree,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
552,kochs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
553,pleads guilty,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
554,pleads guilty in child sexting scandal,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
555,pleads guilty ex-congressman anthony weiner,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,22:40:47,0,0
556,hillarys,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
557,hillarys friend anthony,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:48,0,0
