,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
1926,goose creek's chris singleton,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:35,0,0
1927,weinder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1928,cancel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1929,"2010 andrew breitbart👉""dont",4,1,4,0,0,0,0,0,4,0,0,4,0,0,0,0,22:40:37,0,0
1930,lieberman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1931,trump-russia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1932,epstein,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:46,0,0
1933,jeffrey lord,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1934,martian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1935,nutty,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1936,famous needy narcissistic nut job,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1937,famous n,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1938,legalzoom,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1939,gowanus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1940,mister exercise,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1941,hollywood,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1942,i…i’m,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1943,ahead of melania,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:34,0,0
1944,porland oregon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1945,since air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1946,since hillary,5,1,5,5,0,0,0,0,0,0,5,0,0,0,0,0,22:40:55,0,0
1947,obama,27,1,27,0,0,0,0,0,0,0,2,2,0,0,0,0,22:40:30,0,0
1948,obama change,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1949,obama boner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1950,hint,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1951,electoral college,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1952,roger ailes,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1953,roger ailes bill o'reilly bill cosby,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:39,0,0
1954,rudy monteagudo tip former,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
1955,in-flight,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
1956,clintonites,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1957,mafia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1958,rachel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1959,f-bombs,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1960,place,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1961,flight 93 election,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:30,0,0
1962,wjla,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
1963,pos,4,1,4,0,3,4,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1964,carter,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1965,mazel tov cocktail,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1966,transferring obscene material,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1967,w-house,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1968,general,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1969,tweets,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1970,dina,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1971,dina powell,127,1,127,125,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1972,dubai,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1973,dubai trump tower,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1974,obama's wh,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:48,0,0
1975,pedophiles,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1976,u.s.a. 1st,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,22:40:29,0,0
1977,survivor- air force one,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:33,0,0
1978,ex-congressman anthony wiener,5,1,5,5,0,0,0,0,0,0,0,5,0,0,0,0,22:40:37,0,0
1979,ex-congressman anthony weiner,424,1,424,120,0,0,1,0,0,0,0,424,0,0,0,0,22:40:36,0,0
1980,ex-congressman anthony weiner pleads guilty,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
1981,officials,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1982,12-hour,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1983,pedophile,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
1984,pedophile anthony weiner,55,1,55,54,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1985,cuck news network,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1986,jump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1987,malaysia airlines,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1988,puts *trump,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1989,huge dem,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1990,kim dotcom,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1991,ama request] member,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
1992,gladiator,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1993,saul,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1994,extradition,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1995,lord-send,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:36,0,0
1996,hannity,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:29,0,0
1997,diverting air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1998,salon (salon) may 19 20,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,22:40:46,0,0
1999,salon anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
2000,hezy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2001,dickpics,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
2002,apologizing,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:29,0,0
2003,guilty,18,1,18,0,12,16,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2004,guilty plea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
2005,guilty anthony weiner,6,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0,22:40:36,0,0
2006,bushes on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2007,ruskie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2008,wise up,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:31,0,0
2009,bug on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2010,crazy,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
2011,crazy conduct of conservatives,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2012,2008--16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
2013,bubba,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2014,bubba thrashing,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
2015,feel,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
2016,china,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2017,cernovich,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,50
2018,cernovich anthony weiner,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
2019,humaabedin,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,23
2020,makes,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2021,risk,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2022,based,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
2023,2011 resigns,2,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,22:40:40,0,0
2024,bergman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2025,cabinet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2026,mood in air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2027,cartoonist,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2028,throw,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
2029,throw away the key,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22:40:40,0,0
2030,saudi,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2031,saudi government,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2032,saudi arabia,107,1,107,2,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
2033,saudi arabia in air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2034,saudi arabia in 2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
2035,saudi arabia on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2036,saudi arabia israel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2037,saudi on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2038,hate of anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2039,cp,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2040,premium quality,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2041,tinder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
2042,ive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2043,moscow,103,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2044,dunno,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2045,left,30,1,30,0,23,23,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
2046,cbsnews ex-us rep. anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:39,0,0
2047,beckel,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,22:40:32,0,0
2048,quentin tarantino,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2049,fall of saigon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2050,msnbc on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
2051,person of interest,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:35,0,0
2052,mkw,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:41,0,0
2053,middle,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2054,middle east,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2055,knightsbridge london,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2056,asshole,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2057,asshole one,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
2058,uk,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2059,glad,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2060,california,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
2061,iconic,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
2062,remember,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2063,remember comey,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
2064,sellers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
2065,death,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2066,aids,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2067,limited stock,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2068,josh raffel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2069,video anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:56,0,0
2070,b-2 stealth,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
2071,huddersfield,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2072,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2073,d.b,4,1,4,0,4,4,0,0,0,0,0,4,0,0,0,0,22:40:30,0,0
2074,die discover,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2075,speaking af1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
2076,cheeto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2077,cheeto jesus ban,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2078,matt damon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
2079,political asylum,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2080,romanovs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2081,bhillary,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
2082,◊rt statedept .potus,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,22:40:29,0,0
2083,york,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2084,walk,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2085,libs,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2086,pres,9,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2087,pres trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2088,clinton-related,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:50,0,0
2089,clyde,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2090,february,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22:40:31,0,0
2091,jeebus cod,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
2092,snowden,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:31,0,1
2093,biden,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2094,nancy pelosi maxine waters,222,1,222,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
2095,milk,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2096,christian-based,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:53,0,0
2097,turning air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2098,paragraph 3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:40,0,0
2099,budget cuts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
2100,wr,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2101,seriously,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,22:40:34,0,0
2102,donald,8,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,22:40:30,0,0
2103,donald j trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
2104,donald trum,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2105,donald j. trump,4,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,22:40:33,0,0
2106,donald melania ivanka jared,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2107,donald melania jared ivanka,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2108,donald trump,44,1,44,4,0,0,0,0,0,0,0,2,0,0,0,0,22:40:29,0,0
2109,donald trump melania,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2110,trifecta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2111,frightening sight,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2112,totally,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:33,0,0
2113,vnukovo international,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2114,getting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:33,0,0
2115,mach one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2116,sad sick idiot anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2117,mutant,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
2118,han solo,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2119,romphim,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2120,wiedersehen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2121,trumpie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2122,mad,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
2123,insane on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
2124,mulder,11,1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2125,legally blond,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
2126,fine,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
2127,command point,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
2128,scully,11,1,11,0,0,0,1,0,0,0,0,0,0,11,0,0,22:40:29,0,0
2129,vip,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2130,iran trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2131,wapost,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2132,hysterical,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2133,wear,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
2134,cut,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
2135,somewhere,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2136,somewhere sam jackson,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2137,comey,330,1,330,0,0,0,1,0,0,0,2,1,0,0,0,0,22:40:29,0,0
2138,comey day,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2139,comey nut job,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2140,grindr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2141,megan,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:54,0,0
2142,islam,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
2143,honey,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
2144,dirtycircle,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2145,fugitive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2146,hillary,1240,1,1240,0,0,0,0,0,0,0,614,13,0,0,0,0,22:40:34,0,0
2147,hillary clinton's 650k emails,50,1,50,0,0,0,0,0,50,0,50,0,0,0,0,0,22:40:36,0,0
2148,hillary anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2149,hillary c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
2150,hillary involved,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
2151,hillary classified gov't,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:37,0,0
2152,hillary clinton,685,1,685,271,0,0,0,0,0,0,11,5,0,0,0,0,22:40:33,0,91
2153,hillary clinton e-mail,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:48,0,0
2154,hillary clinton huma abedin,133,1,133,133,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2155,sheriff clarke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2156,print journalism,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2157,mt,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2158,low,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2159,mecca on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2160,push-backs anthony weiner,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:39,0,0
2161,0-10,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:37,0,0
2162,law,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
2163,law firm,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2164,ds,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
2165,executive order,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2166,executive decision,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2167,cbs new york,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
2168,cbs new york hillarys,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
2169,cbs news,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,10
2170,prediction anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:50,0,0
2171,honestly,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:33,0,0
2172,tr**p,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
2173,ppls,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2174,coast guard saber on air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2175,macfarland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2176,he’s headed,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,22:40:32,0,0
2177,covington-berling obummer,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
2178,mj in the 90s,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
2179,prosecuting weiner,147,1,147,147,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2180,flotus,6,1,6,0,5,6,0,0,0,0,0,0,0,0,0,0,22:40:29,0,43
2181,halls of congress,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
2182,bowing,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,22:40:32,0,0
2183,secretary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2184,secretary of state,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
2185,post,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2186,huma's muslim brotherhood,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:52,0,0
2187,huma's laptop,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:38,0,0
2188,loud,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2189,shocked,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2190,15-yr,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:39,0,0
2191,naw,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
2192,poetic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2193,poetic justice,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2194,kids,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
2195,jaws of life,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2196,bannon,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2197,bannon miller,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2198,ww3 cosmicfool71,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
